addr,token,result
0x0cbe4,0x97ff72ba,"bl 0xfffffffffffe96cc"
0x0cbe8,0xf9400722,"ldr x2, [x25, #0x8]"
0x0cbec,0x97ff72b9,"bl 0xfffffffffffe96d0"
0x0cbf0,0x97ff70e8,"bl 0xfffffffffffe8f90"
0x0cbf4,0xf9400322,"ldr x2, [x25]"
0x0cbf8,0xf8767841,"ldr x1, [x2, x22, LSL #0x3]"
0x0cbfc,0x54000309,"b.ls 0xcc5c"
0x0cc00,0xf9000044,"str x4, [x2]"
0x0cc04,0xb50005c1,"cbnz x1, 0xccbc"
0x0cc08,0xf8217844,"str x4, [x2, x1, LSL #0x3]"
0x0cc0c,0xb50004e3,"cbnz x3, 0xcca8"
0x0cc10,0xf8367841,"str x1, [x2, x22, LSL #0x3]"
0x0cc14,0xcb0103e3,"neg x3, x1"
0x0cc18,0x540003a9,"b.ls 0xcc8c"
0x0cc1c,0xf8367840,"str x0, [x2, x22, LSL #0x3]"
0x0cc20,0xaa0503fb,"mov x27, x5"
0x0cc24,0x54000c20,"b.eq 0xcda8"
0x0cc28,0x8b030073,"add x19, x3, x3"
0x0cc2c,0x8b0500b5,"add x21, x5, x5"
0x0cc30,0xd37df0ba,"lsl x26, x5, #0x3"
0x0cc34,0xf85f8698,"ldr x24, [x20], #-0x8"
0x0cc38,0xaa1503e5,"mov x5, x21"
0x0cc3c,0x97ffffe4,"bl 0xcbcc"
0x0cc40,0xaa1703e6,"mov x6, x23"
0x0cc44,0x8b1a0380,"add x0, x28, x26"
0x0cc48,0x97ffffdc,"bl 0xcbb8"
0x0cc4c,0x5400084d,"b.le 0xcd54"
0x0cc50,0xd37cef60,"lsl x0, x27, #0x4"
0x0cc54,0xb9800302,"ldrswx2, [x24]"
0x0cc58,0xf87a6b81,"ldr x1, [x28, x26, LSL #0x0]"
0x0cc5c,0x97fffc5e,"bl 0xbdd4"
0x0cc60,0xf87a6b93,"ldr x19, [x28, x26, LSL #0x0]"
0x0cc64,0xf9400381,"ldr x1, [x28]"
0x0cc68,0xf8756824,"ldr x4, [x1, x21, LSL #0x0]"
0x0cc6c,0xcb050094,"sub x20, x4, x5"
0x0cc70,0x97ff7069,"bl 0xfffffffffffe8e14"
0x0cc74,0xf9400393,"ldr x19, [x28]"
0x0cc78,0x97ff721e,"bl 0xfffffffffffe94f0"
0x0cc7c,0xab000294,"adds x20, x20, x0"
0x0cc80,0xd1000680,"sub x0, x20, #0x1"
0x0cc84,0xf8356a74,"str x20, [x19, x21, LSL #0x0]"
0x0cc88,0xd10004a7,"sub x7, x5, #0x1"
0x0cc8c,0xf9000267,"str x7, [x19]"
0x0cc90,0x8b00039c,"add x28, x28, x0"
0x0cc94,0x54fff8a1,"b.ne 0xcba8"
0x0cc98,0x91000494,"add x20, x4, #0x1"
0x0cc9c,0x8b050f95,"add x21, x28, x5, LSL #0x3"
0x0cca0,0x97ff71f6,"bl 0xfffffffffffe9478"
0x0cca4,0xf87b7b82,"ldr x2, [x28, x27, LSL #0x3]"
0x0cca8,0x97ff71f5,"bl 0xfffffffffffe947c"
0x0ccac,0x97ff7024,"bl 0xfffffffffffe8d3c"
0x0ccb0,0xf9400382,"ldr x2, [x28]"
0x0ccb4,0xb50004e1,"cbnz x1, 0xcd50"
0x0ccb8,0xb5000403,"cbnz x3, 0xcd38"
0x0ccbc,0xb4fff980,"cbz x0, 0xcbec"
0x0ccc0,0xb5000121,"cbnz x1, 0xcce4"
0x0ccc4,0x9e67004d,"fmov d13, x2"
0x0ccc8,0x9e67006b,"fmov d11, x3"
0x0cccc,0x540021c0,"b.eq 0xd104"
0x0ccd0,0xf9400057,"ldr x23, [x2]"
0x0ccd4,0x9e67002c,"fmov d12, x1"
0x0ccd8,0x540029c0,"b.eq 0xd210"
0x0ccdc,0x9e6601a8,"fmov x8, d13"
0x0cce0,0x8b030062,"add x2, x3, x3"
0x0cce4,0x9342fe61,"asr x1, x19, #0x2"
0x0cce8,0xaa0503e6,"mov x6, x5"
0x0ccec,0xd1004103,"sub x3, x8, #0x10"
0x0ccf0,0xd2800085,"mov x5, #0x4"
0x0ccf4,0x8b020042,"add x2, x2, x2"
0x0ccf8,0x9e67006f,"fmov d15, x3"
0x0ccfc,0xf85f8118,"ldur x24, [x8, #-0x8]"
0x0cd00,0x91004019,"add x25, x0, #0x10"
0x0cd04,0x97ffff19,"bl 0xc968"
0x0cd08,0x97ffff11,"bl 0xc94c"
0x0cd0c,0x540037ad,"b.le 0xd400"
0x0cd10,0x5f4355c0,"shl d0, d14, 0x3"
0x0cd14,0xd37df293,"lsl x19, x20, #0x3"
0x0cd18,0xaa1603fc,"mov x28, x22"
0x0cd1c,0x8b1302bb,"add x27, x21, x19"
0x0cd20,0x9e660000,"fmov x0, d0"
0x0cd24,0xfd0053a0,"str d0, [x29, #0xa0]"
0x0cd28,0xf9400b81,"ldr x1, [x28, #0x10]"
0x0cd2c,0x97fffb90,"bl 0xbb6c"
0x0cd30,0xf9400b9a,"ldr x26, [x28, #0x10]"
0x0cd34,0xf9400367,"ldr x7, [x27]"
0x0cd38,0xf8736825,"ldr x5, [x1, x19, LSL #0x0]"
0x0cd3c,0xcb0700a5,"sub x5, x5, x7"
0x0cd40,0xf90057a5,"str x5, [x29, #0xa8]"
0x0cd44,0x97ff6f9a,"bl 0xfffffffffffe8bac"
0x0cd48,0xf94057a5,"ldr x5, [x29, #0xa8]"
0x0cd4c,0xcb0000a0,"sub x0, x5, x0"
0x0cd50,0xcb0003e1,"neg x1, x0"
0x0cd54,0x8a80fc21,"and x1, x1, x0, ASR #0x3f"
0x0cd58,0xf8336b40,"str x0, [x26, x19, LSL #0x0]"
0x0cd5c,0xf9000340,"str x0, [x26]"
0x0cd60,0xf8408f47,"ldr x7, [x26, #0x8]!"
0x0cd64,0xf9000347,"str x7, [x26]"
0x0cd68,0xb4ffffa7,"cbz x7, 0xcd5c"
0x0cd6c,0xf940039a,"ldr x26, [x28]"
0x0cd70,0xf8736b47,"ldr x7, [x26, x19, LSL #0x0]"
0x0cd74,0x97ff714d,"bl 0xfffffffffffe92a8"
0x0cd78,0xab0000a0,"adds x0, x5, x0"
0x0cd7c,0xf8408f40,"ldr x0, [x26, #0x8]!"
0x0cd80,0x9100839c,"add x28, x28, #0x20"
0x0cd84,0x910022da,"add x26, x22, #0x8"
0x0cd88,0x9e6601a7,"fmov x7, d13"
0x0cd8c,0x9e6601e2,"fmov x2, d15"
0x0cd90,0xf85f80fb,"ldur x27, [x7, #-0x8]"
0x0cd94,0x8b1302bc,"add x28, x21, x19"
0x0cd98,0x97fffebd,"bl 0xc88c"
0x0cd9c,0x910062c0,"add x0, x22, #0x18"
0x0cda0,0x9e6700e8,"fmov d8, x7"
0x0cda4,0x97fffeb2,"bl 0xc86c"
0x0cda8,0xf9400b41,"ldr x1, [x26, #0x10]"
0x0cdac,0x97fffb3b,"bl 0xba98"
0x0cdb0,0xf9400b58,"ldr x24, [x26, #0x10]"
0x0cdb4,0xf8736824,"ldr x4, [x1, x19, LSL #0x0]"
0x0cdb8,0x97ff6f45,"bl 0xfffffffffffe8acc"
0x0cdbc,0xcb000080,"sub x0, x4, x0"
0x0cdc0,0xf8336b00,"str x0, [x24, x19, LSL #0x0]"
0x0cdc4,0xf8408f07,"ldr x7, [x24, #0x8]!"
0x0cdc8,0xf9000307,"str x7, [x24]"
0x0cdcc,0xf9400358,"ldr x24, [x26]"
0x0cdd0,0xf9400384,"ldr x4, [x28]"
0x0cdd4,0xf8736b05,"ldr x5, [x24, x19, LSL #0x0]"
0x0cdd8,0x97ff70f8,"bl 0xfffffffffffe91b8"
0x0cddc,0xab000084,"adds x4, x4, x0"
0x0cde0,0xf8336b04,"str x4, [x24, x19, LSL #0x0]"
0x0cde4,0xf9000302,"str x2, [x24]"
0x0cde8,0xf8408f01,"ldr x1, [x24, #0x8]!"
0x0cdec,0x9100237b,"add x27, x27, #0x8"
0x0cdf0,0x9100835a,"add x26, x26, #0x20"
0x0cdf4,0x8b1a02bc,"add x28, x21, x26"
0x0cdf8,0xb98002e2,"ldrswx2, [x23]"
0x0cdfc,0x97fffaf7,"bl 0xb9d8"
0x0ce00,0xf94006d3,"ldr x19, [x22, #0x8]"
0x0ce04,0xf9400398,"ldr x24, [x28]"
0x0ce08,0xf87a6824,"ldr x4, [x1, x26, LSL #0x0]"
0x0ce0c,0xcb180098,"sub x24, x4, x24"
0x0ce10,0x97ff6f02,"bl 0xfffffffffffe8a18"
0x0ce14,0xf83a6a60,"str x0, [x19, x26, LSL #0x0]"
0x0ce18,0xf8408e67,"ldr x7, [x19, #0x8]!"
0x0ce1c,0xf94002d3,"ldr x19, [x22]"
0x0ce20,0xf87a6a76,"ldr x22, [x19, x26, LSL #0x0]"
0x0ce24,0x8b0402d6,"add x22, x22, x4"
0x0ce28,0x97ff70b7,"bl 0xfffffffffffe9104"
0x0ce2c,0xab0002c0,"adds x0, x22, x0"
0x0ce30,0xf8408e60,"ldr x0, [x19, #0x8]!"
0x0ce34,0x91004339,"add x25, x25, #0x10"
0x0ce38,0xf8347840,"str x0, [x2, x20, LSL #0x3]"
0x0ce3c,0x91000497,"add x23, x4, #0x1"
0x0ce40,0x97ff708b,"bl 0xfffffffffffe906c"
0x0ce44,0x97ff708a,"bl 0xfffffffffffe906c"
0x0ce48,0x97ff6eb9,"bl 0xfffffffffffe892c"
0x0ce4c,0xf8747841,"ldr x1, [x2, x20, LSL #0x3]"
0x0ce50,0x540016c9,"b.ls 0xd128"
0x0ce54,0xb5001601,"cbnz x1, 0xd114"
0x0ce58,0xb5001523,"cbnz x3, 0xd0fc"
0x0ce5c,0xf8347841,"str x1, [x2, x20, LSL #0x3]"
0x0ce60,0xb4fff960,"cbz x0, 0xcd8c"
0x0ce64,0x54fff829,"b.ls 0xcd68"
0x0ce68,0xb5fff760,"cbnz x0, 0xcd54"
0x0ce6c,0xb5fff681,"cbnz x1, 0xcd3c"
0x0ce70,0x91000493,"add x19, x4, #0x1"
0x0ce74,0x97ff7046,"bl 0xfffffffffffe8f8c"
0x0ce78,0xf9400ac2,"ldr x2, [x22, #0x10]"
0x0ce7c,0x97ff7045,"bl 0xfffffffffffe8f90"
0x0ce80,0x97ff6e74,"bl 0xfffffffffffe8850"
0x0ce84,0xf94002c4,"ldr x4, [x22]"
0x0ce88,0xf8747881,"ldr x1, [x4, x20, LSL #0x3]"
0x0ce8c,0xcb010043,"sub x3, x2, x1"
0x0ce90,0xf9400481,"ldr x1, [x4, #0x8]"
0x0ce94,0xb5000fe1,"cbnz x1, 0xd090"
0x0ce98,0xf8617885,"ldr x5, [x4, x1, LSL #0x3]"
0x0ce9c,0xf8217886,"str x6, [x4, x1, LSL #0x3]"
0x0cea0,0xb5000f05,"cbnz x5, 0xd080"
0x0cea4,0xf8347881,"str x1, [x4, x20, LSL #0x3]"
0x0cea8,0xb4000340,"cbz x0, 0xcf10"
0x0ceac,0xf9400ac4,"ldr x4, [x22, #0x10]"
0x0ceb0,0x54000e29,"b.ls 0xd074"
0x0ceb4,0xf9000480,"str x0, [x4, #0x8]"
0x0ceb8,0xb5000d60,"cbnz x0, 0xd064"
0x0cebc,0xf8207881,"str x1, [x4, x0, LSL #0x3]"
0x0cec0,0xb5000c81,"cbnz x1, 0xd050"
0x0cec4,0xf8347880,"str x0, [x4, x20, LSL #0x3]"
0x0cec8,0x97ff7003,"bl 0xfffffffffffe8ed4"
0x0cecc,0xf9400ec2,"ldr x2, [x22, #0x18]"
0x0ced0,0x97ff7002,"bl 0xfffffffffffe8ed8"
0x0ced4,0x97ff6e31,"bl 0xfffffffffffe8798"
0x0ced8,0xb50007e1,"cbnz x1, 0xcfd4"
0x0cedc,0xb5000703,"cbnz x3, 0xcfbc"
0x0cee0,0x54000629,"b.ls 0xcfa4"
0x0cee4,0x910042d9,"add x25, x22, #0x10"
0x0cee8,0x97fffd4b,"bl 0xc414"
0x0ceec,0x97fffd43,"bl 0xc3f8"
0x0cef0,0x17fffecf,"b 0xca2c"
0x0cef4,0xd00001a3,"adrp x3, 0x42000"
0x0cef8,0x91254064,"add x4, x3, #0x950"
0x0cefc,0xd379e022,"lsl x2, x1, #0x7"
0x0cf00,0xf8626885,"ldr x5, [x4, x2, LSL #0x0]"
0x0cf04,0xb40008c5,"cbz x5, 0xd01c"
0x0cf08,0x5400134b,"b.lt 0xd170"
0x0cf0c,0xf9400844,"ldr x4, [x2, #0x10]"
0x0cf10,0xb4000944,"cbz x4, 0xd038"
0x0cf14,0x5400108b,"b.lt 0xd124"
0x0cf18,0xf9400c44,"ldr x4, [x2, #0x18]"
0x0cf1c,0xb4000984,"cbz x4, 0xd04c"
0x0cf20,0x54000fab,"b.lt 0xd114"
0x0cf24,0xf9401042,"ldr x2, [x2, #0x20]"
0x0cf28,0xb40008a2,"cbz x2, 0xd03c"
0x0cf2c,0x54000e0b,"b.lt 0xd0ec"
0x0cf30,0x91254062,"add x2, x3, #0x950"
0x0cf34,0x8b011c42,"add x2, x2, x1, LSL #0x7"
0x0cf38,0xf9401444,"ldr x4, [x2, #0x28]"
0x0cf3c,0xb40009c4,"cbz x4, 0xd074"
0x0cf40,0x54000c8b,"b.lt 0xd0d0"
0x0cf44,0xf9401844,"ldr x4, [x2, #0x30]"
0x0cf48,0xb40008e4,"cbz x4, 0xd064"
0x0cf4c,0x54000d8b,"b.lt 0xd0fc"
0x0cf50,0xf9401c44,"ldr x4, [x2, #0x38]"
0x0cf54,0xb4000804,"cbz x4, 0xd054"
0x0cf58,0x54000cab,"b.lt 0xd0ec"
0x0cf5c,0xf9402044,"ldr x4, [x2, #0x40]"
0x0cf60,0xb4000724,"cbz x4, 0xd044"
0x0cf64,0x54000b6b,"b.lt 0xd0d0"
0x0cf68,0xf9402442,"ldr x2, [x2, #0x48]"
0x0cf6c,0xb40008e2,"cbz x2, 0xd088"
0x0cf70,0x54000f4b,"b.lt 0xd158"
0x0cf74,0xf9402844,"ldr x4, [x2, #0x50]"
0x0cf78,0xb40007c4,"cbz x4, 0xd070"
0x0cf7c,0x54000ccb,"b.lt 0xd114"
0x0cf80,0xf9402c44,"ldr x4, [x2, #0x58]"
0x0cf84,0xb40006e4,"cbz x4, 0xd060"
0x0cf88,0x54000beb,"b.lt 0xd104"
0x0cf8c,0xf9403044,"ldr x4, [x2, #0x60]"
0x0cf90,0xb4000844,"cbz x4, 0xd098"
0x0cf94,0xf9403444,"ldr x4, [x2, #0x68]"
0x0cf98,0xb4000764,"cbz x4, 0xd084"
0x0cf9c,0x54000bab,"b.lt 0xd110"
0x0cfa0,0xf9403842,"ldr x2, [x2, #0x70]"
0x0cfa4,0xb40007a2,"cbz x2, 0xd098"
0x0cfa8,0x528001e2,"mov w2, #0xf"
0x0cfac,0x8b011c84,"add x4, x4, x1, LSL #0x7"
0x0cfb0,0xf9403c84,"ldr x4, [x4, #0x78]"
0x0cfb4,0xb40000a4,"cbz x4, 0xcfc8"
0x0cfb8,0x11001040,"add w0, w2, #0x4"
0x0cfbc,0x528001c4,"mov w4, #0xe"
0x0cfc0,0x91254063,"add x3, x3, #0x950"
0x0cfc4,0xd37cec21,"lsl x1, x1, #0x4"
0x0cfc8,0x8b24c021,"add x1, x1, w4, SXTW "
0x0cfcc,0x11001445,"add w5, w2, #0x5"
0x0cfd0,0x11001042,"add w2, w2, #0x4"
0x0cfd4,0xf8617861,"ldr x1, [x3, x1, LSL #0x3]"
0x0cfd8,0xeb01081f,"cmp x0, x1, LSL #0x2"
0x0cfdc,0x1a85b040,"csel w0, w2, w5, lt"
0x0cfe0,0x52800064,"mov w4, #0x3"
0x0cfe4,0x52800082,"mov w2, #0x4"
0x0cfe8,0x52800044,"mov w4, #0x2"
0x0cfec,0x52800062,"mov w2, #0x3"
0x0cff0,0x528000e4,"mov w4, #0x7"
0x0cff4,0x528000c4,"mov w4, #0x6"
0x0cff8,0x528000e2,"mov w2, #0x7"
0x0cffc,0x528000a4,"mov w4, #0x5"
0x0d000,0x528000c2,"mov w2, #0x6"
0x0d004,0x52800084,"mov w4, #0x4"
0x0d008,0x528000a2,"mov w2, #0x5"
0x0d00c,0x52800162,"mov w2, #0xb"
0x0d010,0x52800124,"mov w4, #0x9"
0x0d014,0x52800104,"mov w4, #0x8"
0x0d018,0x52800122,"mov w2, #0x9"
0x0d01c,0x52800184,"mov w4, #0xc"
0x0d020,0x528001a2,"mov w2, #0xd"
0x0d024,0x52800164,"mov w4, #0xb"
0x0d028,0x52800182,"mov w2, #0xc"
0x0d02c,0x528001a4,"mov w4, #0xd"
0x0d030,0x528001c2,"mov w2, #0xe"
0x0d034,0xd10503ff,"sub sp, sp, #0x140"
0x0d038,0xa9027bfd,"stp x29, x30, [sp, #0x20]"
0x0d03c,0x910083fd,"add x29, sp, #0x20"
0x0d040,0xa9066bf9,"stp x25, x26, [sp, #0x60]"
0x0d044,0x6d092fea,"stp d10, d11, [sp, #0x90]"
0x0d048,0xf9006ba0,"str x0, [x29, #0xd0]"
0x0d04c,0x9ac22348,"lsl x8, x26, x2"
0x0d050,0x90000280,"adrp x0, 0x5d000"
0x0d054,0xa9045bf5,"stp x21, x22, [sp, #0x40]"
0x0d058,0x6d0827e8,"stp d8, d9, [sp, #0x80]"
0x0d05c,0xf94097b6,"ldr x22, [x29, #0x128]"
0x0d060,0xf94093a2,"ldr x2, [x29, #0x120]"
0x0d064,0xa90353f3,"stp x19, x20, [sp, #0x30]"
0x0d068,0x6d0a37ec,"stp d12, d13, [sp, #0xa0]"
0x0d06c,0xf9409bb3,"ldr x19, [x29, #0x130]"
0x0d070,0xaa0603f4,"mov x20, x6"
0x0d074,0x9e67010b,"fmov d11, x8"
0x0d078,0xf9479c06,"ldr x6, [x0, #0xf38]"
0x0d07c,0xf90073a1,"str x1, [x29, #0xe0]"
0x0d080,0xa90563f7,"stp x23, x24, [sp, #0x50]"
0x0d084,0x6d0b3fee,"stp d14, d15, [sp, #0xb0]"
0x0d088,0xf90067a5,"str x5, [x29, #0xc8]"
0x0d08c,0xaa0803e1,"mov x1, x8"
0x0d090,0xaa0703f8,"mov x24, x7"
0x0d094,0xa90773fb,"stp x27, x28, [sp, #0x70]"
0x0d098,0xb9413ba0,"ldr w0, [x29, #0x138]"
0x0d09c,0x34006940,"cbz w0, 0xddc4"
0x0d0a0,0xd2802d00,"mov x0, #0x168"
0x0d0a4,0xf9008bbf,"str xzr, [x29, #0x110]"
0x0d0a8,0xf90077b5,"str x21, [x29, #0xe8]"
0x0d0ac,0x1e27034e,"fmov s14, w26"
0x0d0b0,0x1e27034f,"fmov s15, w26"
0x0d0b4,0x54006acb,"b.lt 0xde0c"
0x0d0b8,0x1e2601c1,"fmov w1, s14"
0x0d0bc,0xd280003c,"mov x28, #0x1"
0x0d0c0,0x97ff6ee1,"bl 0xfffffffffffe8c44"
0x0d0c4,0xf9007ba0,"str x0, [x29, #0xf0]"
0x0d0c8,0xea14001f,"tst x0, x20"
0x0d0cc,0x54008ce1,"b.ne 0xe268"
0x0d0d0,0xf9407ba2,"ldr x2, [x29, #0xf0]"
0x0d0d4,0x9ada2800,"asr x0, x0, x26"
0x0d0d8,0xf101005f,"cmp x2, #0x40"
0x0d0dc,0x9a81a041,"csel x1, x2, x1, ge"
0x0d0e0,0x8b3ac000,"add x0, x0, w26, SXTW "
0x0d0e4,0xd2802582,"mov x2, #0x12c"
0x0d0e8,0x9ada2a9b,"asr x27, x20, x26"
0x0d0ec,0x9ac10c00,"sdiv x0, x0, x1"
0x0d0f0,0x9b007c37,"mul x23, x1, x0"
0x0d0f4,0x1e2601e0,"fmov w0, s15"
0x0d0f8,0x9100fee1,"add x1, x23, #0x3f"
0x0d0fc,0x9a97b021,"csel x1, x1, x23, lt"
0x0d100,0x9346fc36,"asr x22, x1, #0x6"
0x0d104,0x9a821000,"csel x0, x0, x2, ne"
0x0d108,0x5400170a,"b.ge 0xd3e8"
0x0d10c,0x54008bcd,"b.le 0xe284"
0x0d110,0xf9407ba0,"ldr x0, [x29, #0xf0]"
0x0d114,0x9ada2ae1,"asr x1, x23, x26"
0x0d118,0x910006dc,"add x28, x22, #0x1"
0x0d11c,0xd37df003,"lsl x3, x0, #0x3"
0x0d120,0x910443a0,"add x0, x29, #0x110"
0x0d124,0x97ff6ee3,"bl 0xfffffffffffe8cb0"
0x0d128,0xf94087a3,"ldr x3, [x29, #0x108]"
0x0d12c,0x97ff6ede,"bl 0xfffffffffffe8ca4"
0x0d130,0xf90083a0,"str x0, [x29, #0x100]"
0x0d134,0x8b1c0381,"add x1, x28, x28"
0x0d138,0x9ada2021,"lsl x1, x1, x26"
0x0d13c,0x97ff6ed8,"bl 0xfffffffffffe8c9c"
0x0d140,0xf9006fa0,"str x0, [x29, #0xd8]"
0x0d144,0xd37cef81,"lsl x1, x28, #0x4"
0x0d148,0x97ff6ed3,"bl 0xfffffffffffe8c94"
0x0d14c,0xf90087a0,"str x0, [x29, #0x108]"
0x0d150,0x9ada2382,"lsl x2, x28, x26"
0x0d154,0x11000741,"add w1, w26, #0x1"
0x0d158,0x8b020ee2,"add x2, x23, x2, LSL #0x3"
0x0d15c,0xf9007fa2,"str x2, [x29, #0xf8]"
0x0d160,0x97ff6ecb,"bl 0xfffffffffffe8c8c"
0x0d164,0x97ff6ec6,"bl 0xfffffffffffe8c7c"
0x0d168,0xd2800083,"mov x3, #0x4"
0x0d16c,0x37f8883a,"tbnz w26, #0x1f, 0xe270"
0x0d170,0x9ac12062,"lsl x2, x3, x1"
0x0d174,0x6b01035f,"cmp w26, w1"
0x0d178,0x54ffff4a,"b.ge 0xd160"
0x0d17c,0x540012ad,"b.le 0xd3d0"
0x0d180,0x51000749,"sub w9, w26, #0x1"
0x0d184,0x4f000421,"movi v1.4S, #0x1"
0x0d188,0x91000929,"add x9, x9, #0x2"
0x0d18c,0x8b090c09,"add x9, x0, x9, LSL #0x3"
0x0d190,0x1400004c,"b 0xd2c0"
0x0d194,0xb94000a1,"ldr w1, [x5]"
0x0d198,0xb9000061,"str w1, [x3]"
0x0d19c,0xb82e7861,"str w1, [x3, x14, LSL #0x2]"
0x0d1a0,0x54003480,"b.eq 0xd830"
0x0d1a4,0xb94004a1,"ldr w1, [x5, #0x4]"
0x0d1a8,0x71000c1f,"cmp w0, #0x3"
0x0d1ac,0xb9000461,"str w1, [x3, #0x4]"
0x0d1b0,0xb81f4161,"stur w1, [x11, #-0xc]"
0x0d1b4,0xb94008a1,"ldr w1, [x5, #0x8]"
0x0d1b8,0x2a0003ec,"mov w12, w0"
0x0d1bc,0xb9000861,"str w1, [x3, #0x8]"
0x0d1c0,0xb81f8161,"stur w1, [x11, #-0x8]"
0x0d1c4,0x4b00008b,"sub w11, w4, w0"
0x0d1c8,0xd37e7c00,"ubfizx0, x0, #0x2, #0x20"
0x0d1cc,0x51001168,"sub w8, w11, #0x4"
0x0d1d0,0x53027d08,"lsr w8, w8, #0x2"
0x0d1d4,0x8b0000ad,"add x13, x5, x0"
0x0d1d8,0x11000508,"add w8, w8, #0x1"
0x0d1dc,0x5280000a,"mov w10, #0x0"
0x0d1e0,0x531e7501,"lsl w1, w8, #0x2"
0x0d1e4,0x3ce269a0,"ldr q0, [x13, x2]"
0x0d1e8,0x1100054a,"add w10, w10, #0x1"
0x0d1ec,0x6b08015f,"cmp w10, w8"
0x0d1f0,0x4f215400,"shl v0.4S, v0.4S, 0x1"
0x0d1f4,0x4ea18402,"add v2.4S, v0.4S, v1.4S"
0x0d1f8,0x3ca268c2,"str q2, [x6, x2]"
0x0d1fc,0x6b01017f,"cmp w11, w1"
0x0d200,0x0b010180,"add w0, w12, w1"
0x0d204,0xb860d8a1,"ldr w1, [x5, w0, SXTW #0x2]"
0x0d208,0x0b000088,"add w8, w4, w0"
0x0d20c,0x11000406,"add w6, w0, #0x1"
0x0d210,0x937e7c02,"sbfizx2, x0, #0x2, #0x20"
0x0d214,0xb820d861,"str w1, [x3, w0, SXTW #0x2]"
0x0d218,0x6b06009f,"cmp w4, w6"
0x0d21c,0xb828d861,"str w1, [x3, w8, SXTW #0x2]"
0x0d220,0x91001048,"add x8, x2, #0x4"
0x0d224,0x0b060086,"add w6, w4, w6"
0x0d228,0x11000800,"add w0, w0, #0x2"
0x0d22c,0x6b04001f,"cmp w0, w4"
0x0d230,0xb86868a1,"ldr w1, [x5, x8, LSL #0x0]"
0x0d234,0xb8286861,"str w1, [x3, x8, LSL #0x0]"
0x0d238,0xb826d861,"str w1, [x3, w6, SXTW #0x2]"
0x0d23c,0x5400010a,"b.ge 0xd25c"
0x0d240,0x0b040000,"add w0, w0, w4"
0x0d244,0xb86268a1,"ldr w1, [x5, x2, LSL #0x0]"
0x0d248,0xb8226861,"str w1, [x3, x2, LSL #0x0]"
0x0d24c,0x910020e7,"add x7, x7, #0x8"
0x0d250,0x93407c8e,"sxtw x14, w4"
0x0d254,0x910011c2,"add x2, x14, #0x4"
0x0d258,0xf85f80e5,"ldur x5, [x7, #-0x8]"
0x0d25c,0xd37ef442,"lsl x2, x2, #0x2"
0x0d260,0x9100406d,"add x13, x3, #0x10"
0x0d264,0x8b02006b,"add x11, x3, x2"
0x0d268,0x910040ac,"add x12, x5, #0x10"
0x0d26c,0x1a9f37ef,"cset w15, cs"
0x0d270,0xeb0c011f,"cmp x8, x12"
0x0d274,0xeb0501bf,"cmp x13, x5"
0x0d278,0x7100209f,"cmp w4, #0x8"
0x0d27c,0x1a9f97ec,"cset w12, hi"
0x0d280,0x2a010000,"orr w0, w0, w1"
0x0d284,0x0a000180,"and w0, w12, w0"
0x0d288,0x2a0a01e1,"orr w1, w15, w10"
0x0d28c,0x6a00003f,"tst w1, w0"
0x0d290,0x1a9fc7e1,"cset w1, le"
0x0d294,0x340002c0,"cbz w0, 0xd2ec"
0x0d298,0xd3420ca0,"ubfx x0, x5, #0x2, #0x2"
0x0d29c,0x12000400,"and w0, w0, #0x3"
0x0d2a0,0x1a849000,"csel w0, w0, w4, ls"
0x0d2a4,0x35fff220,"cbnz w0, 0xd0e8"
0x0d2a8,0x8a0002d6,"and x22, x22, x0"
0x0d2ac,0xd37ae6d7,"lsl x23, x22, #0x6"
0x0d2b0,0x97ff6e09,"bl 0xfffffffffffe8ad4"
0x0d2b4,0xea16003f,"tst x1, x22"
0x0d2b8,0xb86178a0,"ldr w0, [x5, x1, LSL #0x2]"
0x0d2bc,0xb8217860,"str w0, [x3, x1, LSL #0x2]"
0x0d2c0,0xb8217900,"str w0, [x8, x1, LSL #0x2]"
0x0d2c4,0x6b01009f,"cmp w4, w1"
0x0d2c8,0x54ffff2c,"b.gt 0xd2ac"
0x0d2cc,0x54fff801,"b.ne 0xd1cc"
0x0d2d0,0xd37df297,"lsl x23, x20, #0x3"
0x0d2d4,0x5400078d,"b.le 0xd3c4"
0x0d2d8,0x9ada2360,"lsl x0, x27, x26"
0x0d2dc,0xf87c7aa4,"ldr x4, [x21, x28, LSL #0x3]"
0x0d2e0,0x8b170086,"add x6, x4, x23"
0x0d2e4,0xf8776880,"ldr x0, [x4, x23, LSL #0x0]"
0x0d2e8,0xf8408423,"ldr x3, [x1], #0x8"
0x0d2ec,0xf81f8025,"stur x5, [x1, #-0x8]"
0x0d2f0,0xb50021a0,"cbnz x0, 0xd724"
0x0d2f4,0x97ff6cc1,"bl 0xfffffffffffe85f8"
0x0d2f8,0xf94063a4,"ldr x4, [x29, #0xc0]"
0x0d2fc,0x34002080,"cbz w0, 0xd70c"
0x0d300,0xf94087a0,"ldr x0, [x29, #0x108]"
0x0d304,0xf90003e0,"str x0, [sp]"
0x0d308,0xf9406fa0,"ldr x0, [x29, #0xd8]"
0x0d30c,0x9e660147,"fmov x7, d10"
0x0d310,0x97fff93a,"bl 0xb7f8"
